PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
33487167,Unmasking viral sequences by metagenomic next-generation sequencing in adult human blood samples during steroid-refractory/dependent graft-versus-host disease,"Zanella MC, Cordey S, Laubscher F, Docquier M, Vieille G, Van Delden C, Braunersreuther V, Ta MK, Lobrinus JA, Masouridi-Levrat S, Chalandon Y, Kaiser L, Vu DL.",Microbiome. 2021 Jan 24;9(1):28. doi: 10.1186/s40168-020-00953-3.,Zanella MC,Microbiome,2021,2021/1/25,PMC7831233,,10.1186/s40168-020-00953-3
31980604,Integrating multiple genomic technologies to investigate an outbreak of carbapenemase-producing Enterobacter hormaechei,"Roberts LW, Harris PNA, Forde BM, Ben Zakour NL, Catchpoole E, Stanton-Cook M, Phan MD, Sidjabat HE, Bergh H, Heney C, Gawthorne JA, Lipman J, Allworth A, Chan KG, Chong TM, Yin WF, Schembri MA, Paterson DL, Beatson SA.",Nat Commun. 2020 Jan 24;11(1):466. doi: 10.1038/s41467-019-14139-5.,Roberts LW,Nat Commun,2020,2020/1/26,PMC6981164,,10.1038/s41467-019-14139-5
38274454,Nocardia farcinica infection presenting as a solitary bronchial neoplasm in an immunocompetent adult: a case report,"Tan Y, Yang M, Wan C, Tang S, Liu L, Chen L.",Front Med (Lausanne). 2024 Jan 10;10:1337303. doi: 10.3389/fmed.2023.1337303. eCollection 2023.,Tan Y,Front Med (Lausanne),2024,2024/1/26,PMC10809415,,10.3389/fmed.2023.1337303
39497050,Streptococcus salivarius pneumonia-associated pneumomediastinum: a case report and literature review,"Chen Z, Xiang K, Wang K, Liu B.",BMC Infect Dis. 2024 Nov 4;24(1):1238. doi: 10.1186/s12879-024-10138-0.,Chen Z,BMC Infect Dis,2024,2024/11/4,PMC11536889,,10.1186/s12879-024-10138-0
39382010,"A case report of fatal Rickettsia japonica bloodstream infection in Zhejiang, China","Wang J, Fan S, He J, Jiang X, Lin R, Ji Y, Ge Y.",Future Microbiol. 2024;19(18):1529-1534. doi: 10.1080/17460913.2024.2406122. Epub 2024 Oct 9.,Wang J,Future Microbiol,2024,2024/10/9,,,10.1080/17460913.2024.2406122
39174918,Mycobacterium marseillense bloodstream infection combined with skin fungal infection: a case report and literature review,"Wang D, Xue D, Chen X, Wu X, Gao W, Liang X, Yuan W, Wang H, Wang Q.",BMC Infect Dis. 2024 Aug 22;24(1):853. doi: 10.1186/s12879-024-09741-y.,Wang D,BMC Infect Dis,2024,2024/8/22,PMC11342493,,10.1186/s12879-024-09741-y
38389952,Hemoptysis caused by Parvimonas micra: case report and literature review,"Shao A, He Q, Jiao X, Liu J.",Front Public Health. 2024 Feb 8;11:1307902. doi: 10.3389/fpubh.2023.1307902. eCollection 2023.,Shao A,Front Public Health,2024,2024/2/23,PMC10883377,,10.3389/fpubh.2023.1307902
38868894,Lumbar Spine Infected by Mycobacterium tuberculosis and Cryptococcus neoformans: a Rare Case Report,"Xing Y, Zhong Q, Li M, Jiang Y, Zheng B.",Clin Lab. 2024 Jun 1;70(6). doi: 10.7754/Clin.Lab.2024.240118.,Xing Y,Clin Lab,2024,2024/6/13,,,10.7754/Clin.Lab.2024.240118
39324179,A rare case report of Prevotella lung abscess diagnosed using third-generation metagenomic sequencing,"Wu X, Qi T, Zhang M, Bi J.",J Int Med Res. 2024 Sep;52(9):3000605241271757. doi: 10.1177/03000605241271757.,Wu X,J Int Med Res,2024,2024/9/26,PMC11452885,,10.1177/03000605241271757
40584717,A case report of septic shock caused by opportunistic infections associated with anti-interferon-¦Ã autoantibody positivity: diagnostic and therapeutic challenges,"Shao J, Xu X, Xie X, Fan Y, Zhang D, Tang W.",Front Med (Lausanne). 2025 Jun 13;12:1592152. doi: 10.3389/fmed.2025.1592152. eCollection 2025.,Shao J,Front Med (Lausanne),2025,2025/6/30,PMC12202585,,10.3389/fmed.2025.1592152
37701436,Case Report: Four cases of SARS-CoV-2-associated Guillain-Barr¨¦ Syndrome with SARS-CoV-2-positive cerebrospinal fluid detected by metagenomic next-generation sequencing: a retrospective case series from China,"Guan Y, Yu C, Fei Y, Wang Q, Wang P, Zuo W, Wu H, Qi X, Shi Q.",Front Immunol. 2023 Aug 28;14:1258579. doi: 10.3389/fimmu.2023.1258579. eCollection 2023.,Guan Y,Front Immunol,2023,2023/9/13,PMC10493301,,10.3389/fimmu.2023.1258579
40543442,Metagenomic diagnosis of congenital tuberculosis with coinfections in an extremely preterm infant conceived via in vitro fertilization,"Li Y, Liu J, Huang G, Chen Z, Ma X, Huang L.",Diagn Microbiol Infect Dis. 2025 Oct;113(2):116960. doi: 10.1016/j.diagmicrobio.2025.116960. Epub 2025 Jun 18.,Li Y,Diagn Microbiol Infect Dis,2025,2025/6/21,,,10.1016/j.diagmicrobio.2025.116960
36941739,Otomastoiditis Caused by Nocardia Farcinica: A Case Report and Literature Review,"Li F, Wang J, Chen C, Yang H, Man R, Yu S.",Ear Nose Throat J. 2025 Nov;104(2_suppl):30S-33S. doi: 10.1177/01455613231165166. Epub 2023 Mar 20.,Li F,Ear Nose Throat J,2025,2023/3/21,,,10.1177/01455613231165166
41019762,Shotgun metagenomics detects the human pegivirus complete genome in a pediatric patient with acute hepatitis of unknown etiology: a case report,"Vazzana R, Mularoni A, Vaiana C, Cona A, Mul¨¨ G, Amato C, Ranucci G, Conaldi PG, Agnese V, Cuscino N, Gallo A.",Front Genet. 2025 Sep 11;16:1653082. doi: 10.3389/fgene.2025.1653082. eCollection 2025.,Vazzana R,Front Genet,2025,2025/9/29,PMC12460081,,10.3389/fgene.2025.1653082
39533545,V-V ECMO for severe Chlamydia psittaci pneumonia presenting with sudden cardiac arrest: A case report and literature review,"Chen J, Sun Y, Luo J, Wu Y, Wang K, Zhang W, Fang H.",Medicine (Baltimore). 2024 Nov 8;103(45):e39808. doi: 10.1097/MD.0000000000039808.,Chen J,Medicine (Baltimore),2024,2024/11/13,PMC11557096,,10.1097/MD.0000000000039808
38321565,Chronic and Neurotropic: A Paradigm-Challenging Case of Dengue Virus Encephalitis in a Patient With Advanced HIV Infection,"Marinelli T, Masters J, Buckland ME, Lee M, Rawlinson W, Kim KW, Urriola N, van Hal S.",Clin Infect Dis. 2024 Aug 16;79(2):498-501. doi: 10.1093/cid/ciae061.,Marinelli T,Clin Infect Dis,2024,2024/2/6,,,10.1093/cid/ciae061
36217343,Omadacycline for the Treatment of Severe Chlamydia psittaci Pneumonia Complicated with Multiple Organ Failure: A Case Report,"Fang C, Xu L, Tan J, Tan H, Lin J, Zhao Z.",Infect Drug Resist. 2022 Oct 4;15:5831-5838. doi: 10.2147/IDR.S384296. eCollection 2022.,Fang C,Infect Drug Resist,2022,2022/10/11,PMC9547605,,10.2147/IDR.S384296
36948449,"Mycoplasma hominis, Ureaplasma parvum, and Ureaplasma urealyticum: hidden pathogens in peritoneal dialysis-associated peritonitis","Wang C, Wang J, Yan J, Chen F, Zhang Y, Hu X.",Int J Infect Dis. 2023 Jun;131:13-15. doi: 10.1016/j.ijid.2023.03.032. Epub 2023 Mar 21.,Wang C,Int J Infect Dis,2023,2023/3/22,,,10.1016/j.ijid.2023.03.032
40941705,An Unveiling of the Misdiagnosis of Granulomatosis with Polyangiitis as Acute Sinusitis: A Case Report,"Wang Q, Ling Y, Huang Y, Zhao L, Lou Z, Fan G, Xue J.",Diagnostics (Basel). 2025 Sep 1;15(17):2218. doi: 10.3390/diagnostics15172218.,Wang Q,Diagnostics (Basel),2025,2025/9/13,PMC12428602,,10.3390/diagnostics15172218
39697332,Cerebral schistosomiasis in a 3-year-old girl due to Schistosoma japonicum: a case report,"Guo Y, Zhang J, Chai R, Yang Y, Tian K, Shi G, Zhang L.",Front Immunol. 2024 Dec 4;15:1502627. doi: 10.3389/fimmu.2024.1502627. eCollection 2024.,Guo Y,Front Immunol,2024,2024/12/19,PMC11652511,,10.3389/fimmu.2024.1502627
41060725,Intracranial infection caused by Mycoplasma hominis after neurosurgical operation: an easily overlooked but serious condition,"Liu Y, Tang J, Wang Y, Cui F, Yang Y.",J Infect Dev Ctries. 2025 Sep 30;19(9):1425-1431. doi: 10.3855/jidc.20729.,Liu Y,J Infect Dev Ctries,2025,2025/10/8,,,10.3855/jidc.20729
38600953,Successful Treatment of an AML Patient Infected with Hypervirulent ST463 Pseudomonas Aeruginosa Harboring Rare Carbapenem-Resistant Genes blaAFM-1 and blaKPC-2 Following Allogeneic Hematopoietic Stem Cell Transplantation,"Shen Y, Cao J, Hu T, Yang X, Zhao Y, Shen Y, Ye B, Yu Y, Wu D.",Infect Drug Resist. 2024 Apr 6;17:1357-1365. doi: 10.2147/IDR.S455746. eCollection 2024.,Shen Y,Infect Drug Resist,2024,2024/4/11,PMC11005936,,10.2147/IDR.S455746
37072710,A clinical case report of Balamuthia granulomatous amoebic encephalitis in a non-immunocompromised patient and literature review,"Liu J, Zhang W, Wu S, Zeng T, Luo F, Jiang Q, Yang R.",BMC Infect Dis. 2023 Apr 18;23(1):245. doi: 10.1186/s12879-023-08228-6.,Liu J,BMC Infect Dis,2023,2023/4/18,PMC10114318,,10.1186/s12879-023-08228-6
40922296,Timely diagnosis of atypical Japanese spotted fever: A case report,"Li J, He J, Yin Y, Liu Y.",Medicine (Baltimore). 2025 Sep 5;104(36):e44345. doi: 10.1097/MD.0000000000044345.,Li J,Medicine (Baltimore),2025,2025/9/9,PMC12419431,,10.1097/MD.0000000000044345
34397856,Pneumocystis jiroveci pneumonia with cytomegalovirus infection diagnosed by metagenomic next-generation sequencing in a patient with nephrotic syndrome: A case report,"Yu Q, Ding X, Wang W, Lou Y.",Medicine (Baltimore). 2021 Aug 6;100(31):e26842. doi: 10.1097/MD.0000000000026842.,Yu Q,Medicine (Baltimore),2021,2021/8/16,PMC8341323,,10.1097/MD.0000000000026842
34627183,The application of shotgun metagenomics to the diagnosis of granulomatous amoebic encephalitis due to Balamuthia mandrillaris: a case report,"Hirakata S, Sakiyama Y, Yoshimura A, Ikeda M, Takahata K, Tashiro Y, Yoshimura M, Arata H, Yonezawa H, Kirishima M, Higashi M, Hatanaka M, Kanekura T, Yagita K, Matsuura E, Takashima H.",BMC Neurol. 2021 Oct 9;21(1):392. doi: 10.1186/s12883-021-02418-y.,Hirakata S,BMC Neurol,2021,2021/10/10,PMC8501540,,10.1186/s12883-021-02418-y
40608709,Venovenous extracorporeal membrane oxygenation in severe community-acquired Acinetobacter baumannii pneumonia,"Jiang L, Zhou L, Huang S, Ao Z, Han X.",J Infect Dev Ctries. 2025 Jun 30;19(6):971-976. doi: 10.3855/jidc.19761.,Jiang L,J Infect Dev Ctries,2025,2025/7/3,,,10.3855/jidc.19761
40316928,Uncommon pulmonary manifestation of hepatitis B virus: a case report of secondary organizing pneumonia,"Zhang Y, Sun D, Fang Y, Feng Y, Wu Y, Shen W, Wu W, Gao X, Sun Y, Ma X, Gao F, Zhu C, Zhou J, Gu C.",BMC Infect Dis. 2025 May 2;25(1):645. doi: 10.1186/s12879-025-11049-4.,Zhang Y,BMC Infect Dis,2025,2025/5/2,PMC12046957,,10.1186/s12879-025-11049-4
38190489,Metagenomic Next-generation Sequencing May be a Tool for Timely Diagnosis of Seronegative and Primary Toxoplasma Infection After Allogeneic Hematopoietic Stem Cell Transplantation: A Case Report and Literature Review,"Lv Q, Cao Y, Wang J, Meng L, Wang G.",Pediatr Infect Dis J. 2024 Feb 1;43(2):155-159. doi: 10.1097/INF.0000000000004170. Epub 2023 Dec 27.,Lv Q,Pediatr Infect Dis J,2024,2024/1/8,,,10.1097/INF.0000000000004170
41087922,Disseminated Talaromyces marneffei infection in a patient with Ankylosing Spondylitis: a case report and review of the literature,"Wang Y, Liang M, Hu M, Mao G.",BMC Infect Dis. 2025 Oct 14;25(1):1316. doi: 10.1186/s12879-025-11770-0.,Wang Y,BMC Infect Dis,2025,2025/10/14,PMC12522750,,10.1186/s12879-025-11770-0
39969320,Revision after knee arthroplasty due to Mycoplasma hominis infection: A case report and literature review,"Liu K, Yang Z, Xie W, Wang S, Hu S.",Medicine (Baltimore). 2024 Dec 27;103(52):e41174. doi: 10.1097/MD.0000000000041174.,Liu K,Medicine (Baltimore),2024,2025/2/19,PMC11688086,,10.1097/MD.0000000000041174
35127929,Mycoplasma hominis meningitis after operative neurosurgery: A case report and review of literature,"Yang NL, Cai X, Que Q, Zhao H, Zhang KL, Lv S.",World J Clin Cases. 2022 Jan 21;10(3):1131-1139. doi: 10.12998/wjcc.v10.i3.1131.,Yang NL,World J Clin Cases,2022,2022/2/7,PMC8790452,,10.12998/wjcc.v10.i3.1131
38718918,Bacteroides fragilis spondylitis after suspected oral ulcer: a clinical case and comprehensive literature review,"Chen L, Zhang T, Wang Y, Lu Y, Chen X, Tan X, Huang D, Li S.",Anaerobe. 2024 Aug;88:102863. doi: 10.1016/j.anaerobe.2024.102863. Epub 2024 May 7.,Chen L,Anaerobe,2024,2024/5/8,,,10.1016/j.anaerobe.2024.102863
34584982,Fecal microbiota transplantation augmented by a sulfide-reducing diet for refractory ulcerative colitis: A case report with functional metagenomic analysis,"Bryant RV, Day AS, McGrath KC, Telfer K, Yao CK, Costello SP.",JGH Open. 2021 Jul 29;5(9):1099-1102. doi: 10.1002/jgh3.12623. eCollection 2021 Sep.,Bryant RV,JGH Open,2021,2021/9/29,PMC8454482,,10.1002/jgh3.12623
41013333,Disseminated Mycobacterium kansasii disease complicating Talaromyces marneffei infection in patient with anti-IFN-¦Ã autoantibodies: a case report,"Wei S, Meng D, Qin J, Mo S, Jiang Z, Zhang P.",BMC Infect Dis. 2025 Sep 26;25(1):1157. doi: 10.1186/s12879-025-11535-9.,Wei S,BMC Infect Dis,2025,2025/9/27,PMC12465260,,10.1186/s12879-025-11535-9
35379217,X-linked hyper IgM syndrome with severe eosinophilia: a case report and review of the literature,"Li H, Cao Y, Ma J, Li C.",BMC Pediatr. 2022 Apr 4;22(1):178. doi: 10.1186/s12887-022-03251-z.,Li H,BMC Pediatr,2022,2022/4/5,PMC8978371,,10.1186/s12887-022-03251-z
40678340,Autoimmune glial fibrillary acidic protein astrocytopathy suspected of intracranial infection: A case report,"Li W, Lin Y, Xu T, Xilifu M.",IDCases. 2025 Jun 24;41:e02303. doi: 10.1016/j.idcr.2025.e02303. eCollection 2025.,Li W,IDCases,2025,2025/7/18,PMC12268845,,10.1016/j.idcr.2025.e02303
31232022,Positive Serum Beta-D-glucan by G Test and Aspergillus Fumigatus Sputum Culture Mimic Invasive Pulmonary Aspergillosis in a Pulmonary Nocardia Patient: a Case Report and Literature Review,"Ge YL, Zhu XY, Hu K, Zhang Q, Li WQ, Zhang C, Shao DF, Wang L, Zhang HF, Liu CH, Chen Y, Chen QC, Jin JJ, Xu TT, Fu AS.",Clin Lab. 2019 Jun 1;65(6). doi: 10.7754/Clin.Lab.2018.181105.,Ge YL,Clin Lab,2019,2019/6/25,,,10.7754/Clin.Lab.2018.181105
38434082,Acute pneumonia due to Tropheryma whipplei diagnosed by metagenomic next-generation sequencing and pathology: A case report,"Shen Y, Cui SS, Teng XB, Han MF.",Heliyon. 2024 Feb 21;10(4):e26747. doi: 10.1016/j.heliyon.2024.e26747. eCollection 2024 Feb 29.,Shen Y,Heliyon,2024,2024/3/4,PMC10906431,,10.1016/j.heliyon.2024.e26747
40936884,Challenges in Management of Disseminated Mucormycotic Infection with Endocarditis in an Adult Patient Receiving Liver Transplantation,"Wu Y, Yu X, Zhang Y, Liu J, Chen Y, Wang R, Zhang W.",Infect Drug Resist. 2025 Sep 5;18:4711-4721. doi: 10.2147/IDR.S534279. eCollection 2025.,Wu Y,Infect Drug Resist,2025,2025/9/12,PMC12420930,,10.2147/IDR.S534279
38166638,Hepatitis E virus and Klebsiella pneumoniae co-infection detected by metagenomics next-generation sequencing in a patient with central nervous system and bloodstream Infection: a case report,"Cui M, Sun W, Xue Y, Yang J, Xu T.",BMC Infect Dis. 2024 Jan 2;24(1):33. doi: 10.1186/s12879-023-08850-4.,Cui M,BMC Infect Dis,2024,2024/1/3,PMC10763291,,10.1186/s12879-023-08850-4
36937145,Lumbar Spine Infection with Eikenella corrodens Presented as Abdominal Pain: A Case Report and Literature Review,"Cheng H, Tan N, Lu Y, Wu H, Liu Z, Zhang D, Xu Z, Li C.",Infect Drug Resist. 2023 Mar 13;16:1407-1417. doi: 10.2147/IDR.S400451. eCollection 2023.,Cheng H,Infect Drug Resist,2023,2023/3/20,PMC10022453,,10.2147/IDR.S400451
36798086,Case report: Clinical characteristics of two cases of pneumonia caused with different strains of Chlamydia psittaci,"Wang Z, Chen C, Lu H, Wang L, Gao L, Zhang J, Zhu C, Du F, Cui L, Tan Y.",Front Cell Infect Microbiol. 2023 Jan 31;13:1086454. doi: 10.3389/fcimb.2023.1086454. eCollection 2023.,Wang Z,Front Cell Infect Microbiol,2023,2023/2/17,PMC9927004,,10.3389/fcimb.2023.1086454
38487325,Case report: Acute HHV6B encephalitis/myelitis post CAR-T cell therapy in patients with relapsed/refractory aggressive B-cell lymphoma,"Li N, Zhang R, Wang J, Zhu X, Meng F, Cao Y, Wang G, Yang Y.",Front Neurol. 2024 Feb 29;15:1334000. doi: 10.3389/fneur.2024.1334000. eCollection 2024.,Li N,Front Neurol,2024,2024/3/15,PMC10937551,,10.3389/fneur.2024.1334000
39323466,Analysis of a case report of meningitis caused by Listeria monocytogenes,"Chen L, Pei M, Wang X, Zhang Y, Ma Y, Chen Y, Ahmad I.",Front Med (Lausanne). 2024 Sep 11;11:1440225. doi: 10.3389/fmed.2024.1440225. eCollection 2024.,Chen L,Front Med (Lausanne),2024,2024/9/26,PMC11422092,,10.3389/fmed.2024.1440225
41164129,Acute intracranial EBV and CMV infections after chemoimmunotherapy for EBV-associated nasopharyngeal carcinoma: a case report and literature review,"Zhang Z, Lin J, Song X, Yi X, Zhou H, Xu Z.",Front Oncol. 2025 Oct 14;15:1608787. doi: 10.3389/fonc.2025.1608787. eCollection 2025.,Zhang Z,Front Oncol,2025,2025/10/30,PMC12558793,,10.3389/fonc.2025.1608787
38628241,Haemophilus aphrophilus and Eikenella corrodens Coinfection of Brain: An Unusual Case from China,"Yuan L, Lai LM, Zhu X, Rui Z, Liu Y, Chen Q.",Infect Drug Resist. 2024 Apr 12;17:1439-1445. doi: 10.2147/IDR.S458020. eCollection 2024.,Yuan L,Infect Drug Resist,2024,2024/4/17,PMC11020326,,10.2147/IDR.S458020
39239243,Pulmonary abscess caused by Streptococcus pseudopneumoniae in a child: A case report and review of literature,"Ma R, Wang YM, Guan H, Zhang L, Zhang W, Chen LC.",World J Radiol. 2024 Aug 28;16(8):362-370. doi: 10.4329/wjr.v16.i8.362.,Ma R,World J Radiol,2024,2024/9/6,PMC11372553,,10.4329/wjr.v16.i8.362
37481110,Infection caused by Cupriavidus gilardii in a convalescent COVID-19 patient,"Fang X, Lu K, Sun S, Zhang H, Yu X, Han W.",Int J Infect Dis. 2023 Sep;134:287-289. doi: 10.1016/j.ijid.2023.07.015. Epub 2023 Jul 20.,Fang X,Int J Infect Dis,2023,2023/7/22,,,10.1016/j.ijid.2023.07.015
39650650,Case report: Unveiling the silent threat in the ICU - a case of disseminated invasive aspergillosis in a patient with fulminant myocarditis,"Xue Y, Mo J, Cheng K, Xue Y, Chen D, Lin F, Chen H.",Front Immunol. 2024 Nov 7;15:1481335. doi: 10.3389/fimmu.2024.1481335. eCollection 2024.,Xue Y,Front Immunol,2024,2024/12/9,PMC11622249,,10.3389/fimmu.2024.1481335
39121308,Japanese spotted fever in an area endemic to SFTS virus: Case report and review of the literature,"Liu SN, Li W.",Medicine (Baltimore). 2024 Aug 9;103(32):e39268. doi: 10.1097/MD.0000000000039268.,Liu SN,Medicine (Baltimore),2024,2024/8/9,PMC11315496,,10.1097/MD.0000000000039268
34109198,Case Report: A Severe and Multi-Site Nocardia farcinica Infection Rapidly and Precisely Identified by Metagenomic Next-Generation Sequencing,"Jiao M, Deng X, Yang H, Dong J, Lv J, Li F.",Front Med (Lausanne). 2021 May 24;8:669552. doi: 10.3389/fmed.2021.669552. eCollection 2021.,Jiao M,Front Med (Lausanne),2021,2021/6/10,PMC8183679,,10.3389/fmed.2021.669552
40708906,Xanthogranulomatous pyelonephritis in a 47-day-old male infant: a case report,"Jiang Y, Chang M, Fu Q, Wang H.",Front Pediatr. 2025 Jul 10;13:1625781. doi: 10.3389/fped.2025.1625781. eCollection 2025.,Jiang Y,Front Pediatr,2025,2025/7/25,PMC12286814,,10.3389/fped.2025.1625781
27079968,"Two human immunodeficiency virus Type 2 cases in US blood donors including serologic, molecular, and genomic characterization of an epidemiologically unusual case","Stramer SL, Yu G, Herron R, Espinoza N, Foster GA, Naccache SN, Brodsky JP, Ong E, Linnen JM, Dyer N, Styer LM, Parker MM, Chiu CY.",Transfusion. 2016 Jun;56(6 Pt 2):1560-8. doi: 10.1111/trf.13600. Epub 2016 Apr 15.,Stramer SL,Transfusion,2016,2016/4/16,,,10.1111/trf.13600
36158025,Maternal peripartum bacteremia caused by intrauterine infection with Comamonas kerstersii: A case report,"Qu H, Zhao YH, Zhu WM, Liu L, Zhu M.",World J Clin Cases. 2022 Jul 26;10(21):7585-7591. doi: 10.12998/wjcc.v10.i21.7585.,Qu H,World J Clin Cases,2022,2022/9/26,PMC9353907,,10.12998/wjcc.v10.i21.7585
31900105,Mycoplasma penetrans bacteremia in an immunocompromised patient detected by metagenomic sequencing: a case report,"Preiswerk B, Imkamp F, Vorburger D, H?mke RV, Keller PM, Wagner K.",BMC Infect Dis. 2020 Jan 3;20(1):7. doi: 10.1186/s12879-019-4723-7.,Preiswerk B,BMC Infect Dis,2020,2020/1/5,PMC6942334,,10.1186/s12879-019-4723-7
35057749,Overlapping infection of Nocardia farcinica and Aspergillus fumigatus in a child with X-linked chronic granulomatous disease: a case report,"Tian X, Shi Q, Liu P, Pang L, Jia P, Xie L, Ma X, Li A, Yu Z, Wang H.",BMC Infect Dis. 2022 Jan 20;22(1):69. doi: 10.1186/s12879-021-06968-x.,Tian X,BMC Infect Dis,2022,2022/1/21,PMC8772058,,10.1186/s12879-021-06968-x
